Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Potim
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;1;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Potim
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Potim
TENTATIVA DE HOMICÍDIO;0;1;0;1;2;1;3;1;0;1;2;0;12;2023;São José dos Campos;Potim
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Potim
LESÃO CORPORAL DOLOSA;7;9;7;5;9;10;13;5;8;7;14;10;104;2023;São José dos Campos;Potim
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;1;1;0;1;2;0;0;0;0;0;1;6;2023;São José dos Campos;Potim
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Potim
LATROCÍNIO;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;Potim
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;Potim
TOTAL DE ESTUPRO (4);1;0;1;0;1;0;0;1;0;1;0;0;5;2023;São José dos Campos;Potim
ESTUPRO;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;São José dos Campos;Potim
ESTUPRO DE VULNERÁVEL;1;0;1;0;0;0;0;1;0;1;0;0;4;2023;São José dos Campos;Potim
TOTAL DE ROUBO - OUTROS (1);1;1;2;0;0;3;0;1;2;0;0;1;11;2023;São José dos Campos;Potim
ROUBO - OUTROS;1;1;2;0;0;3;0;1;2;0;0;1;11;2023;São José dos Campos;Potim
ROUBO DE VEÍCULO;1;1;0;0;0;0;2;0;0;0;0;0;4;2023;São José dos Campos;Potim
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Potim
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Potim
FURTO - OUTROS;14;5;11;5;8;10;7;9;9;10;10;8;106;2023;São José dos Campos;Potim
FURTO DE VEÍCULO;0;2;1;0;0;0;0;0;1;1;0;1;6;2023;São José dos Campos;Potim
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;2;0;1;0;1;0;4;2023;São José dos Campos;Queluz
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;2;0;1;0;1;0;4;2023;São José dos Campos;Queluz
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1;0;1;1;0;0;0;0;0;0;0;0;3;2023;São José dos Campos;Queluz
HOMICÍDIO CULPOSO OUTROS;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Queluz
TENTATIVA DE HOMICÍDIO;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Queluz
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
LESÃO CORPORAL DOLOSA;6;6;3;5;6;4;5;3;2;6;3;2;51;2023;São José dos Campos;Queluz
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;1;1;1;0;1;0;1;1;1;0;1;8;2023;São José dos Campos;Queluz
LESÃO CORPORAL CULPOSA - OUTRAS;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Queluz
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;2;0;0;1;0;3;2023;São José dos Campos;Queluz
ESTUPRO;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;Queluz
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;1;0;0;1;0;2;2023;São José dos Campos;Queluz
TOTAL DE ROUBO - OUTROS (1);0;0;1;1;2;1;6;0;1;2;2;0;16;2023;São José dos Campos;Queluz
ROUBO - OUTROS;0;0;1;1;2;1;5;0;1;2;2;0;15;2023;São José dos Campos;Queluz
ROUBO DE VEÍCULO;0;2;0;1;0;1;0;0;0;0;0;1;5;2023;São José dos Campos;Queluz
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Queluz
ROUBO DE CARGA;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;São José dos Campos;Queluz
FURTO - OUTROS;4;6;5;12;12;9;6;5;4;10;7;14;94;2023;São José dos Campos;Queluz
FURTO DE VEÍCULO;0;0;0;0;0;1;0;1;1;1;2;0;6;2023;São José dos Campos;Queluz
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;São José dos Campos;Redenção da Serra
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
LESÃO CORPORAL DOLOSA;0;2;0;1;2;1;2;2;0;1;0;1;12;2023;São José dos Campos;Redenção da Serra
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;São José dos Campos;Redenção da Serra
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
TOTAL DE ESTUPRO (4);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Redenção da Serra
ESTUPRO;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Redenção da Serra
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
TOTAL DE ROUBO - OUTROS (1);0;1;1;0;0;1;0;1;0;0;0;0;4;2023;São José dos Campos;Redenção da Serra
ROUBO - OUTROS;0;1;1;0;0;1;0;1;0;0;0;0;4;2023;São José dos Campos;Redenção da Serra
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Redenção da Serra
FURTO - OUTROS;2;0;4;1;2;1;1;4;1;3;2;7;28;2023;São José dos Campos;Redenção da Serra
FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;1;0;1;2023;São José dos Campos;Redenção da Serra
HOMICÍDIO DOLOSO (2);0;0;0;0;0;1;1;0;0;0;0;0;2;2023;São José dos Campos;Roseira
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;1;1;0;0;0;0;0;2;2023;São José dos Campos;Roseira
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;São José dos Campos;Roseira
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
TENTATIVA DE HOMICÍDIO;0;0;2;0;0;0;1;1;0;0;0;0;4;2023;São José dos Campos;Roseira
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
LESÃO CORPORAL DOLOSA;5;6;5;2;2;2;4;1;10;1;1;5;44;2023;São José dos Campos;Roseira
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;3;0;1;1;1;0;0;2;0;1;1;10;2023;São José dos Campos;Roseira
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
TOTAL DE ESTUPRO (4);0;1;0;0;0;0;0;1;0;0;0;0;2;2023;São José dos Campos;Roseira
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
ESTUPRO DE VULNERÁVEL;0;1;0;0;0;0;0;1;0;0;0;0;2;2023;São José dos Campos;Roseira
TOTAL DE ROUBO - OUTROS (1);3;0;1;1;3;1;0;0;0;0;1;0;10;2023;São José dos Campos;Roseira
ROUBO - OUTROS;3;0;1;1;2;1;0;0;0;0;1;0;9;2023;São José dos Campos;Roseira
ROUBO DE VEÍCULO;0;0;1;0;0;0;1;0;0;0;1;1;4;2023;São José dos Campos;Roseira
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Roseira
ROUBO DE CARGA;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;São José dos Campos;Roseira
FURTO - OUTROS;2;11;7;7;6;5;9;11;10;4;6;7;85;2023;São José dos Campos;Roseira
FURTO DE VEÍCULO;0;1;1;0;0;0;2;0;0;0;0;0;4;2023;São José dos Campos;Roseira
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;1;1;0;0;0;2;2023;São José dos Campos;Santa Branca
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;1;1;0;0;0;2;2023;São José dos Campos;Santa Branca
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;São José dos Campos;Santa Branca
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;2;1;0;0;0;0;3;2023;São José dos Campos;Santa Branca
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
LESÃO CORPORAL DOLOSA;4;2;2;6;3;3;7;1;4;8;4;6;50;2023;São José dos Campos;Santa Branca
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;3;0;0;0;0;0;1;1;2;0;0;0;7;2023;São José dos Campos;Santa Branca
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
TOTAL DE ESTUPRO (4);0;1;2;0;1;0;0;1;0;1;0;0;6;2023;São José dos Campos;Santa Branca
ESTUPRO;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Santa Branca
ESTUPRO DE VULNERÁVEL;0;1;1;0;1;0;0;1;0;1;0;0;5;2023;São José dos Campos;Santa Branca
TOTAL DE ROUBO - OUTROS (1);1;0;1;0;1;0;0;0;0;0;1;0;4;2023;São José dos Campos;Santa Branca
ROUBO - OUTROS;1;0;1;0;1;0;0;0;0;0;1;0;4;2023;São José dos Campos;Santa Branca
ROUBO DE VEÍCULO;1;0;0;0;1;0;0;0;0;0;0;0;2;2023;São José dos Campos;Santa Branca
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santa Branca
FURTO - OUTROS;14;10;13;11;9;7;12;27;22;20;8;10;163;2023;São José dos Campos;Santa Branca
FURTO DE VEÍCULO;1;1;1;0;0;1;0;0;2;1;0;0;7;2023;São José dos Campos;Santa Branca
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;2;0;0;0;0;0;0;1;0;0;0;1;4;2023;São José dos Campos;Santo Antônio do Pinhal
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
LESÃO CORPORAL DOLOSA;3;0;5;3;0;2;4;0;5;2;2;0;26;2023;São José dos Campos;Santo Antônio do Pinhal
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;1;2;1;1;0;3;1;0;0;0;9;2023;São José dos Campos;Santo Antônio do Pinhal
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;1;0;0;0;0;1;0;0;0;2;2023;São José dos Campos;Santo Antônio do Pinhal
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
TOTAL DE ESTUPRO (4);0;0;1;0;0;0;1;0;0;0;0;0;2;2023;São José dos Campos;Santo Antônio do Pinhal
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
ESTUPRO DE VULNERÁVEL;0;0;1;0;0;0;1;0;0;0;0;0;2;2023;São José dos Campos;Santo Antônio do Pinhal
TOTAL DE ROUBO - OUTROS (1);0;0;0;1;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Santo Antônio do Pinhal
ROUBO - OUTROS;0;0;0;1;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;Santo Antônio do Pinhal
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;Santo Antônio do Pinhal
FURTO - OUTROS;14;1;5;6;5;5;4;8;3;3;4;5;63;2023;São José dos Campos;Santo Antônio do Pinhal
FURTO DE VEÍCULO;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;Santo Antônio do Pinhal
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
LESÃO CORPORAL DOLOSA;2;2;3;1;0;4;4;3;0;1;6;1;27;2023;São José dos Campos;São Bento do Sapucaí
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;1;1;1;0;0;2;1;0;1;0;7;2023;São José dos Campos;São Bento do Sapucaí
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
TOTAL DE ROUBO - OUTROS (1);0;1;0;0;1;0;1;0;0;1;0;0;4;2023;São José dos Campos;São Bento do Sapucaí
ROUBO - OUTROS;0;1;0;0;1;0;1;0;0;1;0;0;4;2023;São José dos Campos;São Bento do Sapucaí
ROUBO DE VEÍCULO;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;São Bento do Sapucaí
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Bento do Sapucaí
FURTO - OUTROS;6;5;4;8;6;7;4;7;2;2;7;2;60;2023;São José dos Campos;São Bento do Sapucaí
FURTO DE VEÍCULO;1;1;1;0;0;0;1;2;0;0;0;1;7;2023;São José dos Campos;São Bento do Sapucaí
HOMICÍDIO DOLOSO (2);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;São José do Barreiro
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;São José dos Campos;São José do Barreiro
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
LESÃO CORPORAL DOLOSA;2;1;1;2;0;0;2;1;1;3;3;1;17;2023;São José dos Campos;São José do Barreiro
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;1;0;0;0;0;1;0;0;2;2023;São José dos Campos;São José do Barreiro
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
TOTAL DE ESTUPRO (4);0;0;0;0;0;1;0;0;0;1;1;0;3;2023;São José dos Campos;São José do Barreiro
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;1;0;0;0;1;1;0;3;2023;São José dos Campos;São José do Barreiro
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;São José do Barreiro
ROUBO - OUTROS;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;São José dos Campos;São José do Barreiro
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José do Barreiro
FURTO - OUTROS;2;0;1;2;6;1;1;0;2;0;1;3;19;2023;São José dos Campos;São José do Barreiro
FURTO DE VEÍCULO;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;São José dos Campos;São José do Barreiro
HOMICÍDIO DOLOSO (2);2;4;4;4;4;4;3;3;3;3;3;7;44;2023;São José dos Campos;São José dos Campos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2;4;4;4;4;4;3;3;3;3;3;7;44;2023;São José dos Campos;São José dos Campos
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José dos Campos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José dos Campos
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;4;4;6;4;8;2;7;4;6;3;3;5;56;2023;São José dos Campos;São José dos Campos
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;1;0;1;0;0;0;0;0;2;2023;São José dos Campos;São José dos Campos
TENTATIVA DE HOMICÍDIO;4;6;7;2;3;5;6;5;4;2;3;4;51;2023;São José dos Campos;São José dos Campos
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;São José dos Campos;São José dos Campos
LESÃO CORPORAL DOLOSA;145;162;168;173;168;148;149;179;182;182;186;195;2.037;2023;São José dos Campos;São José dos Campos
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;66;57;83;68;87;86;68;110;72;58;79;75;909;2023;São José dos Campos;São José dos Campos
LESÃO CORPORAL CULPOSA - OUTRAS;0;5;1;2;0;0;1;0;0;1;0;1;11;2023;São José dos Campos;São José dos Campos
LATROCÍNIO;0;0;1;1;0;0;0;0;0;0;0;0;2;2023;São José dos Campos;São José dos Campos
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;1;1;0;0;0;0;0;0;0;0;2;2023;São José dos Campos;São José dos Campos
TOTAL DE ESTUPRO (4);5;12;21;20;19;18;16;31;15;11;12;21;201;2023;São José dos Campos;São José dos Campos
ESTUPRO;1;4;5;4;4;3;1;3;5;6;3;6;45;2023;São José dos Campos;São José dos Campos
ESTUPRO DE VULNERÁVEL;4;8;16;16;15;15;15;28;10;5;9;15;156;2023;São José dos Campos;São José dos Campos
TOTAL DE ROUBO - OUTROS (1);131;132;103;97;132;96;78;101;75;89;72;95;1.201;2023;São José dos Campos;São José dos Campos
ROUBO - OUTROS;130;132;103;97;132;95;77;101;75;89;72;93;1.196;2023;São José dos Campos;São José dos Campos
ROUBO DE VEÍCULO;20;14;15;12;12;13;10;8;9;12;15;18;158;2023;São José dos Campos;São José dos Campos
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São José dos Campos
ROUBO DE CARGA;1;0;0;0;0;1;1;0;0;0;0;2;5;2023;São José dos Campos;São José dos Campos
FURTO - OUTROS;504;440;521;484;559;558;554;601;474;500;489;411;6.095;2023;São José dos Campos;São José dos Campos
FURTO DE VEÍCULO;113;128;126;104;99;103;135;95;57;80;97;83;1.220;2023;São José dos Campos;São José dos Campos
HOMICÍDIO DOLOSO (2);0;1;0;0;0;1;0;0;0;0;0;0;2;2023;São José dos Campos;São Luís do Paraitinga
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;1;0;0;0;1;0;0;0;0;0;0;2;2023;São José dos Campos;São Luís do Paraitinga
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Luís do Paraitinga
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;São José dos Campos;São Luís do Paraitinga
